Molecule,SMILES,Fingerprints,Keck_Pria_AS_Retest,Keck_Pria_FP_data,Keck_Pria_Continuous,Keck_RMI_cdd,FP counts % inhibition
SMSSF-0044424,c1cnc(cc1I)C(=O)O,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000000000010000000000000000000000000000000000000010000000000000000000000000001001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001100000000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000100000000000000000001000000000000000000000000000000000010000001000001000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,87.9315830417,0.0,-16.0
SMSSF-0044540,c1ccnc(c1)c2ccc(nn2)SCC(=O)NC3CCCCC3,0110100000000000000000000000000000000000010100000000000000000000100000000000000010000010000000000000000000000000000011000000000010010000000010000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000010000000000000010000000000000000000011000000001000000000000000000000000000000000000000010000000000000010000100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000110000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000010000000000000010000001000000000000000000000000000000000000000010010000000000000000000010000000000110000000010000000000000000000000000100000000100000000010000000000000000000000000000000000000010000,1,0,72.0872516751,0.0,-19.0
SMSSF-0044760,c1ccc(cc1)CNC(=O)CSc2ccc(nn2)c3ccccn3,0100000000000000000000000000000000000000011100000000000000000000100000000000000010000000000000000000000000000000000011000000000010010000000010000000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000001000100010000000000000010000000000000000000001000000000010000000000000000000000000000000000000010000000000000010000100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000110000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000010000000000000010000001000000000000000000000000000000000000000000010000000000000000000010000000000100000000010000000000000000000000000100000000100000000010000000000000000000000000000000000000000000,1,0,49.548132527700005,0.0,-22.0
SMSSF-0045196,c1cc(sc1)CC(=O)Nc2c(nc3ccc(cn3c2=O)C)C,0000000000000010000000000000000001000000010000000000000000000001100000000000000010000000000010000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000100100000100000000000000000000000000000000000000000000000000000100000000000000000010000000000100000000000000000000000000000010000000000000000000001001010000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000001100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010000000000000001001000000000000000000000010000000010000000000000000001000001000000000000000000000000000000000000000000000000000000010001000000100000001000000000001000000100001000000000000000001000000000000000000000000000000000000000000010000000000000000010000000000000000000000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0,-1.31653970085,1.0,22.0
SMSSF-0045216,C(#N)c1c(c2c(nc1N)CCN(C2)C)c3ccco3,0000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000100000000100000000000000000000000001000000000000000000000000000000000000000000000000000000000001010001000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000010101100000000000000001000000000000000000000000000000000000000010000000000000101000000000000000100001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000010010000000000000000010000000000000000000000000000000000000001000000001001000000000000000000000000001000000000000000000000000000100000100100000000000000000000000000000000000000001000000100000000001010000000010000000000000000000000000000000000000000010000000000000001000101010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0,-7.991483876799999,1.0,67.0
SMSSF-0045515,c1ccc2c(c1)c(=O)cc(o2)C(=O)Nc3cc(nn3c4nc5c(c(=O)[nH]4)CCC5)C,0000100000001000010000000000000001000000000000000000000000000000100000000000000000000100001000000000000010000000000010000000000010000000000000000001000000000000000000000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000100100000000000000000000000000000010000000000000000001000001000000000000000010000100010110000000001000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000100000000000000100000000000000000000000000000000000000000000000000000011000010000000000000000000000000000000000000000010000000010000001000000100001000100000000000000000001000010000000000000000000000000000100000001000000000000001000000000000000000001001000000000000000001000000000000000000000000010000000000000000111000000000001000001000000010001010000010010000000000000000000000000000000000010000000000000000000000000000000000000000000000000000,0,0,2.25100663658,1.0,53.0
SMSSF-0045880,c1ccc2c(c1)OCC(O2)C(=O)Nc3nnc(o3)C4CCCO4,1000100000000000000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000000000000000000000000010000000000010000000010000000000000000000000000100001000000100000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000100000000000000100000000000000000000000000000001000000010000100000000000000001000000000100000000000000000000000000000000000000000000000000001001000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000010000000100000000000000000010000010000000000000000000000000000000010000000000000000000000000000000000001000000000000000000000001000000000000000000000000000100000000000001000000000100001000000010000000000000000001000000000000001000001000010000000000000000000010000000000010000010000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000010000,1,0,74.789287867,0.0,-17.0
SMSSF-0046054,c1cc(cc(c1OCC(=O)Nc2nnc(o2)C3CCCO3)Cl)Cl,1000100000000000000000000000000000000000010000000000000000000000000000000000000010000010000000100000000000000000000000000000000010000000000010000000010000000000000101010000000000001000010100001000000000000000000000001000000000000000000000000000000000000000000001001000000000000000000000000000000000000100000000000000100000000000000000000000000000000000000010000100001000000000001000000000100000000000000000000000000000000000000010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000010000010010000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000100001000000001000000000000000001000000000000001000001000010000000000000010000000000000000010000000000000000000000000000000010000000000000000000100010000000000000000000000000000010000000000100000000000000000001000000010000,1,0,63.1685372072,0.0,-16.0
SMSSF-0046063,c1ccc(c(c1)OC)OCC(=O)NCCc2ccc3c(c2)CCCN3C,0000100000000000000000000000000001000000010000000000000000000000100000000000000010000000000000000000000010000000001000000100000010001000000010000000000000000000000100000000000100000000000000001000010000000000000010000001000000000000000000000000000001000000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000010001000000000000000000000000010000000000000000000000001000000000000000010000000000000000000000000001000000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000010000000000000000101000000000000000000000000010000000000000000001000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000100000001000000000000000000000000010000000000000001010000000000000000000000000000000010000000010000000000100000000000000000000000000000000010000000000000000001000000000000000000000000,1,0,45.0837729375,0.0,-19.0
SMSSF-0046071,c1cc2cc(oc2c(c1)OC)c3csc(n3)NC(=O)c4ccc(cc4)[S-](=O)(N5CCCCC5CC)[O-],0000100000000001000000000000000001100000000000000000000000000001100000000000000010000000000000000000000000000000000011000100000010000100000000000000000000000000000000000000000000000000000000100000000000000000000110000000000000000000000000001000000001000000000000000001000000000000000001000000001000000100011000100000000000000000000000000000000100000000000011000100000000000000001000000110000000010000000000000000000000000000000000100000000000000000001000001000000000000000000110000000001000000000000000000000000010000000000000001000000000000001000000001000000000000000000000000000100100000000000000000000000000000000000000001000000000000000010000000010000010000000000000100101000000000000000000010000001000000000000100000000001000001010000000000000000000000000000000000001000000000000000000001000000000000001000000000000000000000001000000000100000001000000000000000000000000010000000000000010010000000000000000010000000000000010000000010000000000100000000000000000000000000010000010000000000000000000000000000000000000010000,0,0,-11.3955491243,1.0,37.0
SMSSF-0046142,c1ccc(cc1)C(c2ccccc2)C(=O)Nc3nnc(o3)C4CCCO4,1100100000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000010000000000010000000010000000000000000000000000100001000000100000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000100000000000010100000000000000000000000010000000000000010000100000000000000001000000000110000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000100000000000000000001000000000000000000000000000000000000000000000000010000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000001000000000100001000000000000000000000000001000000000000001000101000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000010001000000000000000000000000000000000000000000000000000000001000000010000,1,0,83.7948887993,0.0,-16.0
SMSSF-0046312,c1cc(cc(c1)F)NC(=O)Nc2ccc(cc2)Nc3ccc(nn3)n4cccn4,0001000000000001000000000000000000000000000100000000010010000000100000000001010000000000001000000000000000000000000000000000000110000000000010000000000000000000000000000000000000000000100000010000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010100000000000000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000010000000010000000000000000000000000010000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100010000000000000000000000000000000000000000000000001000100000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000011000001000000000000000000000000010000000000000000010000000000100000000000000000000000000000010000000000000000000000000010011100000000000000000000000000000000000000000000000000000000,0,1,35.7830118918,0.0,-84.0
SMSSF-0046529,c1cc(oc1)C(=O)Nc2ccc(cc2)Nc3ccc(nn3)n4cccn4,0001000000000000010000000000000000000000001100000000010000000000100000000001010000000000001000000000000000000000000000000000000010000000000010000000000000000001000000000000000000000000000000010000000000000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010100000000000000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000001000000000001000010000000010000000000000000000000000010000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000000010000000000000010000010000000000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000100001000000000000001000000000000000000000000000000000011000001000000000000000000000000000000000000000000010000000010000000000000000000000000000000010000000000000000001000000010000100000000000000000000000000000000000000000000000000000000,0,1,89.17759381309999,0.0,-16.0
SMSSF-0046690,c1ccc2c(c1)cc(n2CCNC(=O)c3cc4c(o3)ccc(n4)C)C,0000001010000000000000000000000001000000000001000000000000000001100000000100010010000000000000000000100000000000000000000100000010000000000000000001000000000000000000000000000100000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000010000000000000000100001000000000000000100000000000000000100010000000000000000000000000000000000000000000000000000000000000000000001000100000000000000000010000000000000000000000000000000000000000001000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000010000010000000000100000000000000000000000000000010000000010000000000000000001000100000000000000000000000000000000000000000000000000000101000000000000000110001000000000000000000000001000000000000000001000000000000000000000000010000000100000000010000000010000000000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000,0,0,12.9744869642,1.0,25.0
SMSSF-0046810,c1ccc(c(c1)C(=C2C=C(C(=O)C=C2C)C(C)C)c3cc(c(cc3C)O)C(C)C)[S-](=O)([O-])O,0100000000000000000000000000000001000000000000000000000100000000100000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000100000000000010000000000000000000000000000000000000000100000001010000000000000000001000000001000000000000000101000000000000000000000000000010000100000000000000000000000000000000000010000000000100100000000000000100000000000000000000000000000000000001010000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000110000000000000000000000000000000000000000000000000010010000000000000000000100000000000000000000000010000000010000000100001000001000001000000000001001000000000000000000000000000000000000000000000000000000000001000000000000000000000000000001000000000001010000000000100000000000010000000000100000000000010010000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000,1,0,59.055970610299994,0.0,-21.0
SMSSF-0046850,c1cc2c(cc1C(=O)NCCO)sc(n2)N,0000000010000000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000010000000000000000001000000000000001000000010000000000000000000000000010000000000000000000000001000000000000000001000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000001000000000000000000000000000001000000000000000000000000100000000000000000000000000000000000000010000000000001010000000000000000000000000000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000000000000000100000101000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000000000001000000000000000000000000010000000001000100010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000,1,0,81.3507351264,0.0,-11.0
SMSSF-0047681,c1ccc2c(c1)CCN2[S-](=O)(c3ccc(cc3)C(=O)Nc4nnc(o4)c5cc(ccc5C)C)[O-],0000000000000000000000010000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000010000010000010001000000000000000000000000000010101001000000100000000000000000000000010000000000000000000000100000000000000000000000000001001000100000000000001000000000000000000001000100000000000000000000000000000000000000000100010001100000100000000001000001000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000001000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000010000000000000000010000000010000010000000000101000100000000001000000000000010000001000000001100000000001000001010000000000000000000010000000000000001000000001000000000001000000100000001000000000000000000000000000000000000000001000000000000001000000000010000000000000000010000000000000000010000000000000010000000010000001000000000000000000000000000000000000000000000000000000000000000000000010000000000,0,0,0.22821365470899999,1.0,37.0
SMSSF-0047836,c1ccc(cc1)c2nc(c(s2)C(=O)Nc3ccc(cc3)c4ccc5nnc(n5n4)c6ccncc6)C,0100000000000000000000000000000001000000000000000000010000000000100000000000000000000000000010000000000000000000000000000000000010000000100010000000000000000000001000000000000100000000100000010000000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010000000000000000000001000010000010000000001100000100000100000000000000000000000000000000000000000000000000000000000000000000000101100100000000000000000000000000000000000000000000000000000000000001000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000000010000000000000000000000000001000100000100000000000000000000000000000000000000000000100000000001000000000000001000000000001000010000001000000000011000001000001000100000000000000000000000000000000010010000000000000100000000000100100000010010000000000010000001000000000000000000000000010000000000000000000000000000000000000000000,0,0,-6.038381846669999,1.0,25.0
SMSSF-0047888,c1ccc2c(c1)c(=O)c(co2)C=C3C(=O)OC(=N3)C=Cc4ccccc4OC,0000000000000000000000000000000001000000000000000010000000000000100000000000000001000000000000000000000010000000000000000100000000000000000001000000000000000000000000000000000100000000000000000000000000000000010000000000000001000000000000000000100001000000000000000000000000000000010000000000000000000000000001000010000000000000000001000000000000000000000010000000000000000000001000001010000010001000000000000000000000000000100000001000000001000000000000000001010001000000000000000000000000000000000000000000000010000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000000000000000110000000000010000000000000000001000000000000000000000000000000000000000000000000000000000101000000000000000000000000000000000001000000000000100000100000001000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010000100000000000000100000010000000000000000000000000000000000000000000000000000000,0,0,-7.2075364634,1.0,144.0
SMSSF-0047990,c1cn2c(cc1C)nc(nc2=O)SCC(=O)N3CCN(CC3)C(=O)OCC,0000000000000000000000000000000001000000010000000000000000000010000000000000010010000000000000000000000000000000000010000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000000000010000000000010000000000000011000000000000010000000000000000000001000000000000000000010000000000010000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000000000000000010000000000000000000000001000000010000000000000000000000000000000100000000000010010000000000000000000000000001001000000000000000000000000000000100000000000000000000000000000000000000100000001000000000001000000000001000000000000000001000000000000110000000000010001000000000000010000000000000000000000000000000010000000010000000001000000000000000000000000000000000000000100000000000000000000000100010000000000,0,0,3.25683987046,1.0,19.0
SMSSF-0048190,c1ccc(cc1)CN2Cc3c(c(c(s3)NC(=O)C[S-](=O)(c4ccccc4)[O-])C(=O)N)CC2,0000000000001010000000000000000000000000011000000010000000000000100000000000000010010000000000000000000000000000000000000000000010000000000010000001000000000000001000000000000100000000000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000000001000000000000000000001001000000000000000000000000000000000000000000000010000100000000000000000000000000010000000000000000000100000000000000000000000000000000000000000000001000000100000000000000001000000000000000000000100000000000100000000000000000000000000000000000000000000000000001000000000000000000100000000000100000000000000000000000000000000000000000000000000010000000010000000000000001000000000000000000000000000000000000001100000000001000101000000001000001000000000000000000010000010000000000000000001000000000000001010100000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000100010000001010000000000000000010000000000000000001000000000000000000000000000000000001000000000000000,0,0,1.13387872503,1.0,31.0
SMSSF-0048231,c1cc(cc(c1NC(=O)CSc2ccc(cc2)F)[N+](=O)[O-])OC,0000000000000000000000000000000001000000010000000000000000000000000000000000000010000000001000000000000000000000000010000000000010000000000000000000000000000000000000000001000000000000000000000000000010010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000010000000000001010000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000010000000000000000000000000000010000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000000010001000000000000000110100000001000000000000000000000000001000000000000000000000000000100100000001000000000000001000100000000000000000000100000100100000001000000000000000000000000010000000000000000010000000000100000000000000000001000000000010001000000001000000000000000000000000000000000000000000000000000001000000000000000000000,0,0,64.8306911555,1.0,49.0
SMSSF-0049237,c1cc(cc(c1NC(=O)c2c(nns2)C)[N+](=O)[O-])OCC,0000000000000000000000000000000001000000000000000000000000000000000001000000000010000000000010000000000000000000000000000000000010000000000010000000000000000000000000000001000000000000000000000000000010000000000000100001000000000000000001100000000000000000000000000000000000000000000000010000001000000000000000000000000000100000001000000000000000000000001010000000000000000000001000000000000000000000000000000000000000000000000010000000000000000000000100000000000000000000000001000000001000000000000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000010010000000000000000110100000001000000000000000000000000001000000000000000000000000000100000000001000000000000001000000000000001010000000100000100000000001000000000000000000000000010000000000000000010000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000001100000000000000000000,0,1,51.9088026051,0.0,-17.0
