Molecule,SMILES,Fingerprints,Keck_Pria_AS_Retest,Keck_Pria_FP_data,Keck_Pria_Continuous,Keck_RMI_cdd,FP counts % inhibition
SMSSF-0030796,c1ccc(c(c1)C(=O)Nc2nnc(o2)Cc3cccs3)SCC,0100000000000010000000000000000001000000000000000000000000000000100000000000000010000000000000000000000000000000000010000000000010000000000010000000000000000000000001000000000100001000000100000000100000000000000000000000000000000000100000000100000000000000000000001000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000010000000000000000000011000010000000000000000000100100000000000000001000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000001100000000000000000000000000001000000100000000000000000010000000000100000000000000000000000000000000000000010000010000000000000000001000000000010000000000000000000000000000000000000001000000000000000000000000000010000000000000000000000000000000000001000000000000001000000000000000000000000000000000000000101000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000100000100000000000000000001000000000000000000000000000000000000,0,1,40.3825182151,0.0,6.0
SMSSF-0058756,c1cc(ccc1n2ccnc2SCC(=O)Nc3ccc(cc3)Br)F,0000000000000000000000000000000000000000010000000000010000000000000000000000010010000000001000000000000000000000000010000000000010000100000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000010000000000000000000001000001011000000000000000000000000000000000000000010010000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000000000000100000000000000000100000000000000000000100010000000000000010000000000000000000000000000000001000000000000000000000000001010000000000000000001000000000000000000000000000000000000000000001000000001000001000000000000000000000000000000000011000001000000000000000100000000000000000000000000010000000100100001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1,59.925883594,0.0,-23.0
SMSSF-0059466,c1cc2c(cc1C(=O)NCc3ccc4c(c3)cc(n4C)C)OCO2,0000000000010000000000000000000001000000000001000000000000000000000000000000000010000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000100000000000000100010000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000000000100000000000000100000000000000000000000000000010010101000000000000000000000000000000000000000000000000100000000000000000000000000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000000001000000000000001000000000000000000000000000000000000000000000000000000000010000000000000000000000000010000010000000000000000100000000000000000000000010000000000000000000000000001000100000001000000000000000010000000000000000000010000000000000000000000000000001000001000000000000000001000000010000000001000000000000000000000000010000010100000000010001000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000100000001000000000000000000,0,1,38.9625165533,0.0,-14.0
SMSSF-0064164,c1ccc2c(c1)ccc(c2C=Nc3c(cccn3)O)O,0000000000000000000100000000000000001000000000000000000000000001100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000001000000000000000010000010000000000000000000001000000000000000000000000000000000000000000000000010001000000000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100001000000000000000000000010000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000100000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000010000001000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000,0,1,58.275976691800004,0.0,-173.0
SMSSF-0030209,c1ccnc(c1)c2ccc(nn2)N3CCN(CC3)C(=O)c4cccc(c4OC)OC,0100000000000001000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000010000000000100000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000010000000000000001000000010000000000000000000010000000000000001000010000000000000000000100000001000000000000000000000001000100000000000000000000000000010000000000000010000000000000000000000000000000000000100000000010000000000000000000000000000000000000100000000000110000000010000000000000010000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000010000000000000110000001000000000000000000000000000000000000010000010000000000000000000010000000000010000000010000001000100000000000000110000100000000000010000100000000000000000000000000000000100000,1,0,93.72012153709998,0.0,8.0
SMSSF-0000406,c1ccc(cc1)C2(C(=O)NC(=O)N2)c3ccccc3,0000000000000000000000000000000000001000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000000010100000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000,0,0,-7.824709318039999,0.0,-24.0
SMSSF-0001643,c1c(nn2c1[nH]c(cc2=O)COC)C,0000000000000000000000000000000001000000000000000000000000000000000000000000000010000000001001000000000000000000000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000010000000000000000000001000000000000000000000000000000000100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000010000000000000000000000000010000000000000001010010000000010000000000000100000000000000000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000010000000000000000100000000000000000000000000000000000000010010000000000000000010001000000000000000000000000000000000000001000000001000000000000000000,0,0,-2.86336381357,0.0,-21.0
SMSSF-0002799,c1c([nH]c(=S)nc1C)C,0000000000000000000000000000000001000000000000000000000000000000000001000000000000000000001000000100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001,0,0,-4.39875072126,0.0,-21.0
SMSSF-0004116,c1c(cncc1Br)C(=O)O,0000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000000000000000010000100000000000000001000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000100000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000010000000000000000010000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0,1.27390671112,0.0,-26.0
SMSSF-0006109,c1c(c2c3c(c(ncn3)N4CCOCC4)sc2nc1C)C,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000010000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010001000000100000000001001000000000000000000000000110000000001000000000010000000000001000000100000001000000000000000000000000000000001000000100000000000000100000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000000001000000100000000000000010100000010000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000010000000010000000000000010000000001000000000000000000000000000000000000000000000000000101000000000,0,0,-7.61355993992,0.0,-24.0
